"materials","items","organization"
"CLOTH","Canvas, sailcloth & sacking ","Te Tai Tokerau Debris Monitoring Project"
"CLOTH","Carpet & furnishing","Te Tai Tokerau Debris Monitoring Project"
"CLOTH","Clothing, hats, gloves & towels","Te Tai Tokerau Debris Monitoring Project"
"CLOTH","Fabric pieces","Te Tai Tokerau Debris Monitoring Project"
"CLOTH","Footwear & shoes","Te Tai Tokerau Debris Monitoring Project"
"CLOTH","Gloves (non-rubber)","Te Tai Tokerau Debris Monitoring Project"
"CLOTH","Rope, line or string (natural)","Te Tai Tokerau Debris Monitoring Project"
"CLOTH","Towels/rags","Te Tai Tokerau Debris Monitoring Project"
"CLOTH","Other (please specify or take a photo)","Te Tai Tokerau Debris Monitoring Project"
"GLASS & CERAMIC","Bottles & jars","Te Tai Tokerau Debris Monitoring Project"
"GLASS & CERAMIC","Construction material (brick, pipes, etc)","Te Tai Tokerau Debris Monitoring Project"
"GLASS & CERAMIC","Fluorescent light tubes","Te Tai Tokerau Debris Monitoring Project"
"GLASS & CERAMIC","Glass buoys","Te Tai Tokerau Debris Monitoring Project"
"GLASS & CERAMIC","Glass or ceramic fragments","Te Tai Tokerau Debris Monitoring Project"
"GLASS & CERAMIC","Jars","Te Tai Tokerau Debris Monitoring Project"
"GLASS & CERAMIC","Light globes/bulbs","Te Tai Tokerau Debris Monitoring Project"
"GLASS & CERAMIC","Tableware","Te Tai Tokerau Debris Monitoring Project"
"GLASS & CERAMIC","Other (please specify or take a photo)","Te Tai Tokerau Debris Monitoring Project"
"METAL","Aerosol cans","Te Tai Tokerau Debris Monitoring Project"
"METAL","Other cans (< 4 L)","Te Tai Tokerau Debris Monitoring Project"
"METAL","Aluminum/tin drink cans","Te Tai Tokerau Debris Monitoring Project"
"METAL","Bottle caps, lids & pull tabs","Te Tai Tokerau Debris Monitoring Project"
"METAL","Fishing related (sinkers, lures, hooks, etc.)","Te Tai Tokerau Debris Monitoring Project"
"METAL","Foil wrappers ","Te Tai Tokerau Debris Monitoring Project"
"METAL","Gas bottles, drums & buckets (> 4 L)","Te Tai Tokerau Debris Monitoring Project"
"METAL","Metal vehicle parts","Te Tai Tokerau Debris Monitoring Project"
"METAL","Metal fragments (unidentified)","Te Tai Tokerau Debris Monitoring Project"
"METAL","Sharp needles, lancets, metal catheters","Te Tai Tokerau Debris Monitoring Project"
"METAL","Tableware","Te Tai Tokerau Debris Monitoring Project"
"METAL","Wire, wire mesh & barbed wire","Te Tai Tokerau Debris Monitoring Project"
"METAL","Other (please specify or take photo)","Te Tai Tokerau Debris Monitoring Project"
"PAPER/CARDBOARD","Cardboard boxes & fragments","Te Tai Tokerau Debris Monitoring Project"
"PAPER/CARDBOARD","Cups, food trays & wrappers ","Te Tai Tokerau Debris Monitoring Project"
"PAPER/CARDBOARD","Fireworks","Te Tai Tokerau Debris Monitoring Project"
"PAPER/CARDBOARD","Paper","Te Tai Tokerau Debris Monitoring Project"
"PAPER/CARDBOARD","Paper bags","Te Tai Tokerau Debris Monitoring Project"
"PAPER/CARDBOARD","Other (please specify or take photo)","Te Tai Tokerau Debris Monitoring Project"
"RUBBER","Balloon, tennis ball, football, dog toy","Te Tai Tokerau Debris Monitoring Project"
"RUBBER","Balloons - Latex","Te Tai Tokerau Debris Monitoring Project"
"RUBBER","Condoms (Caution if picking up!)","Te Tai Tokerau Debris Monitoring Project"
"RUBBER","Gloves","Te Tai Tokerau Debris Monitoring Project"
"RUBBER","Inner-tubes and rubber sheet","Te Tai Tokerau Debris Monitoring Project"
"RUBBER","Rubber bands","Te Tai Tokerau Debris Monitoring Project"
"RUBBER","Rubber footwear (sandals only)","Te Tai Tokerau Debris Monitoring Project"
"RUBBER","Rubber fragments","Te Tai Tokerau Debris Monitoring Project"
"RUBBER","Other (please specify or take photo)","Te Tai Tokerau Debris Monitoring Project"
"WOOD","Corks","Te Tai Tokerau Debris Monitoring Project"
"WOOD","Fishing traps and pots","Te Tai Tokerau Debris Monitoring Project"
"WOOD","Lumber/building material","Te Tai Tokerau Debris Monitoring Project"
"WOOD","Matches (& fireworks)","Te Tai Tokerau Debris Monitoring Project"
"WOOD","Processed timber & pallet crates","Te Tai Tokerau Debris Monitoring Project"
"WOOD","Wooden utensils","Te Tai Tokerau Debris Monitoring Project"
"WOOD","Other (please specify or take photo)","Te Tai Tokerau Debris Monitoring Project"
"OTHER ITEMS","Appliances & electronics","Te Tai Tokerau Debris Monitoring Project"
"OTHER ITEMS","Batteries","Te Tai Tokerau Debris Monitoring Project"
"OTHER ITEMS","Boat parts","Te Tai Tokerau Debris Monitoring Project"
"OTHER ITEMS","Paraffin or wax","Te Tai Tokerau Debris Monitoring Project"
"OTHER ITEMS","Parking tickets & receipts","Te Tai Tokerau Debris Monitoring Project"
"OTHER ITEMS","Sanitary items","Te Tai Tokerau Debris Monitoring Project"
"OTHER ITEMS","Other (please specify or take photo)","Te Tai Tokerau Debris Monitoring Project"
"PLASTIC","Straws","Te Tai Tokerau Debris Monitoring Project"
"PLASTIC","Toys, balls, party poppers","Te Tai Tokerau Debris Monitoring Project"
